reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
09c69a9c-b507-4410-aae5-46bc2d41d7d1,Durlov Biswas,https://play-lh.googleusercontent.com/a-/ACB-R5QfH1iSVfNyD3Ds9xYur5JA5fLRPPIWXQJ-pPefqQ,Good,4,0,173.1.4 (arm64-v8a_release_flutter),2023-04-24 10:27:24,,
6e4bb5e3-abbf-4ecb-878a-b5d6454dc626,Kishan Kumar,https://play-lh.googleusercontent.com/a-/ACB-R5R-DDfuODuxOom1R1Yk1LPVUBuVsaZ966O0O_6DoA,Two years exeprience,4,0,168.1.3 (arm64-v8a_release_flutter),2023-04-24 09:40:01,,
c0d00a51-e8de-4d6b-b855-2a1104ed62d1,RANJEET MEHRA,https://play-lh.googleusercontent.com/a-/ACB-R5QpqwBr7Geuj4GwA_YGQptigCbML-MP7nXkPzexlUQ,Good,4,0,176.1.6 (arm64-v8a_release_flutter),2023-04-24 09:19:41,,
71f7c7fa-9fe2-435a-9fee-863ee16b3b14,Nitesh Srivastava,https://play-lh.googleusercontent.com/a-/ACB-R5R75eK4V99irRCVF7VmpJ1Qm4WJUMiKLnFGklPE9A,After the last update Scanner doesn't work. It I click on Scan through QR it works but it you slide ur screen towards right to open scanner as shortcut then it doesn't read the QR code. It was working well before but has been happening with all other devices and connections. Kindly fix it.,4,0,176.1.6 (arm64-v8a_release_flutter),2023-04-24 09:01:57,,
7be9edd1-1c14-4f1c-bf43-79fbb0d0dbcc,Ssndeep Kumar,https://play-lh.googleusercontent.com/a-/ACB-R5QTWEOz4mStqBrJVURgTXC7qYcMreiHDhwOMYn_mg,👌👌,4,0,176.1.6 (arm64-v8a_release_flutter),2023-04-24 08:09:29,,
613c7ebe-f52f-4664-a0d0-3844ffe21573,Ashara fkmk,https://play-lh.googleusercontent.com/a/AGNmyxYvAlr_aiySsXcdkFqgMmyahkzFECL7zqm-JC5w=mo,🤣വഴി ch,4,0,,2023-04-24 08:05:23,,
1a28ccc7-a1e4-4383-a705-ee9f6fa93cd1,Durga P,https://play-lh.googleusercontent.com/a-/ACB-R5T2EBfBX5OY3pC4EaC_exH441liXfzcEnbQfh2CTg,very useful,4,0,175.1.4 (arm64-v8a_release_flutter),2023-04-24 07:35:11,,
5bac621e-9999-4eae-95f2-e11a9b0d864a,Raju Bantesh Bind,https://play-lh.googleusercontent.com/a-/ACB-R5S7ctsdu1ChKTxJrdePMjRaJSBQ_r3QEL8lcG3grA,"This is my feedback after using the Gpay Tap to pay, since I have more than 1 credit card I have added all of them to gpay but while making payment using nfc it makes payment with default one even after on the card selection page I have selected another credit card, so I request you kindly add the feature of making payment by selecting the cards. Please improve this section.",4,2,176.1.2 (arm64-v8a_release_flutter),2023-04-24 05:29:07,"Sorry about that, Raju. While most transactions are immediate, there can be a delay depending on the banks. Check out this article that can help explain the status of the transaction: https://goo.gle/38QARk1. For further assistance, reach out to our support team. Here's how: Google Pay app - Tap on your picture - Help & feedback - Get help.",2021-01-02 11:01:04
6f6209b8-b185-475f-8cff-10a7852b725a,Travis DeLong,https://play-lh.googleusercontent.com/a-/ACB-R5R8s1HYSqP5vfIOkw_cK9_n0oqTfNgf1xvHV1YtVQ,It works. Easy to view reciepts.,4,0,176.1.6 (arm64-v8a_release_flutter),2023-04-24 04:13:06,,
5eb7b8bc-432e-4d4d-9190-700069bbabff,Prem Singh,https://play-lh.googleusercontent.com/a-/ACB-R5TwOBxvylK9ux9N3mqnxyUKMXXI410IXRw9RkoN,Nic,4,0,176.1.6 (arm64-v8a_release_flutter),2023-04-24 03:27:03,,
0db555e4-bdf1-420d-a50d-c0a5d503a4e7,"BISWAJIT GORAI ,DURGAPUR, Paschim Bardwan",https://play-lh.googleusercontent.com/a-/ACB-R5TQ6gIg2SUMcDCB8kd18-Si0a4fQWIEzFIotBijkQ,all over good,4,0,176.1.6 (arm64-v8a_release_flutter),2023-04-24 00:56:34,,
541e9c91-9820-407f-bdbf-8f4bfa7867e2,Pritam Talukder,https://play-lh.googleusercontent.com/a-/ACB-R5Q7pLvbUSIMj3syPqCfNpaPJiylI_NWBzZjSskt1w,So Far So Good. 👍👍👍,4,0,176.1.2 (arm64-v8a_release_flutter),2023-04-24 00:37:01,,
edcd4d61-93c2-4ff0-8f5a-0fb258021ff4,MANMOHAN CHOUHAN,https://play-lh.googleusercontent.com/a/AGNmyxYRrcEbzVn-FJwY0dY10Nu-Ie-jtoUnL_II7xs8=mo,Excellent 👌,4,0,,2023-04-24 00:32:51,,
2c4adcd2-a223-4b15-b102-729b6733f2ac,Ashutosh pandey,https://play-lh.googleusercontent.com/a-/ACB-R5QKZXCfVGS74sB40fOABmudx_2DMH-3qOL6mcMtWA,ok,4,0,174.1.3 (arm64-v8a_release_flutter),2023-04-23 23:32:16,,
b51e866a-a305-4d81-b9b4-37839e9fd10d,Jaan Teri Kasam,https://play-lh.googleusercontent.com/a/AGNmyxbymZuQ6QOuI_iVdYN0NfPSr6kRiCFDJUZ_GUJE=mo,Auawrn raj,4,0,,2023-04-23 23:24:46,,
77997d9c-3f2c-4fcf-8499-e2ee61cdf0ab,Suman Devi,https://play-lh.googleusercontent.com/a/AGNmyxYJZ75531RtYqEv4CZioIDb-UQneBa4jPECMXxX=mo,Ok,4,0,140.1.3 (arm64-v8a_release_flutter),2023-04-23 23:05:20,,
10d3fe0c-48ec-4a2f-9624-c9feae7d1133,manju kumari,https://play-lh.googleusercontent.com/a-/ACB-R5Q-kXaRASXkQlqpED8IezpBXqjJ4aesj6E8nJLoAg,Best,4,0,,2023-04-23 22:25:00,,
1c425f48-e31c-40dc-8446-7c2343f46a1e,Virender Shandel,https://play-lh.googleusercontent.com/a-/ACB-R5RA28-Q87d9Hl4XVPJ1xKeDaA--VET-HXcKrkocoA,ok I am satisfied,4,0,173.1.4 (arm64-v8a_release_flutter),2023-04-23 21:41:53,,
