query,error,timestamp,name,logo,banner,description,tagLine,followerCount,website,domain,location,companyAddress,industry,companySize,headquarters,founded,specialties,mainCompanyID,linkedinID,salesNavigatorLink,employeesOnLinkedIn,companyName,savedImg,companyUrl,relatedCompanies1,relatedCompanies2,relatedCompanies3,relatedCompanies4,relatedCompanies5,relatedCompanies6,relatedCompanies7,relatedCompanies8,relatedCompanies9,relatedCompanies10,relatedCompanies11,relatedCompanies12,relatedCompanies13,relatedCompanies14,relatedCompanies15,relatedCompanies16,relatedCompanies17,relatedCompanies18,relatedCompanies19,relatedCompanies20,relatedCompanies21,relatedCompanies22,relatedCompanies23,relatedCompanies24,relatedCompanies25,relatedCompanies26,relatedCompanies27,relatedCompanies28,relatedCompanies29,relatedCompanies30,relatedCompanies31,relatedCompanies32,relatedCompanies33,relatedCompanies34,relatedCompanies35,relatedCompanies36,relatedCompanies37,relatedCompanies38,relatedCompanies39,relatedCompanies40,relatedCompanies41,relatedCompanies42,relatedCompanies43,relatedCompanies44,relatedCompanies45,relatedCompanies46,relatedCompanies47,relatedCompanies48,relatedCompanies49,relatedCompanies50,relatedCompanies51,relatedCompanies52,relatedCompanies53,relatedCompanies54,relatedCompanies55,relatedCompanies56,relatedCompanies57,relatedCompanies58,relatedCompanies59,relatedCompanies60
Company,Not a Company URL,2023-05-22T19:28:07.391Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.linkedin.com/company/famindia/,,2023-05-22T19:28:18.117Z,Fam,https://media.licdn.com/dms/image/C560BAQEXIAwYGConEQ/company-logo_200_200/0/1609766263743?e=1692835200&v=beta&t=HtM2rOVNtm_QgpPuZHVQkM4La5o6QA2ywmUZEesZeaE,https://media.licdn.com/dms/image/D561BAQH6qVBDHgHpbQ/company-background_10000/0/1664347870810?e=1685390400&v=beta&t=dlHu0OzCsNFOY9sPIY5-lgpEcoNd5fnptnpiX09i5Qg,"Awarded one of LinkedIn's Top Startups of 2021, FamPay offers India's first online and offline card payments for teenagers! FamPay helps teens to make payments, online and offline through the FamCard, exclusively for teens.

Our aim is to drive the smart generation from cash to digital, all without a bank account, through a family-friendly, safe app. Teens can now make secure payments, after ensuring their parents and they themselves have completed their KYC verification. FamPay ensures the highest safety and security for its users.",India’s first payments app for teenagers,40127,http://famapp.in,famapp.in,Bengaluru,"7, 1st A Main road, Sector 6, HSR Layout, Bengaluru, Karnataka 560102, IN",Financial Services,11-50 employees,"Bengaluru, Karnataka",2019,"Fintech, Payments, and Banking",14618763,14618763,https://www.linkedin.com/sales/company/14618763/,982,Fam,https://phantombuster.s3.amazonaws.com/yASajlgiYnw/sER8wcrc866mtNvDggtbzQ/Fam.jpeg,https://www.linkedin.com/company/famindia/,https://www.linkedin.com/company/credapp/,https://www.linkedin.com/company/credapp/,http://www.linkedin.com/search/results/people/?origin=COMPANY_PAGE_CANNED_SEARCH&network=%5B%22F%22%5D&currentCompany=%5B%2214485479%22%5D,https://www.linkedin.com/company/blu-smart-mobility/,https://www.linkedin.com/company/blu-smart-mobility/,http://www.linkedin.com/company/blu-smart-mobility/?showInNetworkFollowers=true,https://www.linkedin.com/company/groww.in/,https://www.linkedin.com/company/groww.in/,http://www.linkedin.com/search/results/people/?origin=COMPANY_PAGE_CANNED_SEARCH&network=%5B%22F%22%5D&currentCompany=%5B%2210813156%22%5D,https://www.linkedin.com/company/sharechat/,https://www.linkedin.com/company/sharechat/,http://www.linkedin.com/company/sharechat/?showInNetworkFollowers=true,https://www.linkedin.com/company/razorpay/,https://www.linkedin.com/company/razorpay/,http://www.linkedin.com/in/gokuldask,https://www.linkedin.com/company/trell/,https://www.linkedin.com/company/trell/,http://www.linkedin.com/company/trell/?showInNetworkFollowers=true,https://www.linkedin.com/company/simplhq/,https://www.linkedin.com/company/simplhq/,http://www.linkedin.com/company/simplhq/?showInNetworkFollowers=true,https://www.linkedin.com/company/zeptonow/,https://www.linkedin.com/company/zeptonow/,http://www.linkedin.com/in/piyush-gupta-b70a6b178,https://www.linkedin.com/company/ultrahumanhq/,https://www.linkedin.com/company/ultrahumanhq/,http://www.linkedin.com/company/ultrahumanhq/?showInNetworkFollowers=true,https://www.linkedin.com/company/livingfoodco/,https://www.linkedin.com/company/livingfoodco/,http://www.linkedin.com/company/livingfoodco/?showInNetworkFollowers=true,https://www.linkedin.com/company/meesho/,https://www.linkedin.com/company/meesho/,http://www.linkedin.com/company/meesho/?showInNetworkFollowers=true,https://www.linkedin.com/company/ditto-insurance/,https://www.linkedin.com/company/ditto-insurance/,http://www.linkedin.com/company/ditto-insurance/?showInNetworkFollowers=true,https://www.linkedin.com/company/rapido-bike/,https://www.linkedin.com/company/rapido-bike/,http://www.linkedin.com/company/rapido-bike/?showInNetworkFollowers=true,https://www.linkedin.com/company/zyppelectric/,https://www.linkedin.com/company/zyppelectric/,http://www.linkedin.com/company/zyppelectric/?showInNetworkFollowers=true,https://www.linkedin.com/company/dealshare-in/,https://www.linkedin.com/company/dealshare-in/,http://www.linkedin.com/company/dealshare-in/?showInNetworkFollowers=true,https://www.linkedin.com/company/my-bliss-club/,https://www.linkedin.com/company/my-bliss-club/,http://www.linkedin.com/company/my-bliss-club/?showInNetworkFollowers=true,https://www.linkedin.com/company/dunzo-in/,https://www.linkedin.com/company/dunzo-in/,http://www.linkedin.com/company/dunzo-in/?showInNetworkFollowers=true,https://www.linkedin.com/company/sliceit/,https://www.linkedin.com/company/sliceit/,http://www.linkedin.com/company/sliceit/?showInNetworkFollowers=true,https://www.linkedin.com/company/spinny/,https://www.linkedin.com/company/spinny/,http://www.linkedin.com/search/results/people/?origin=COMPANY_PAGE_CANNED_SEARCH&network=%5B%22F%22%5D&currentCompany=%5B%229329072%22%5D,https://www.linkedin.com/company/parkplus/,https://www.linkedin.com/company/parkplus/,http://www.linkedin.com/company/parkplus/?showInNetworkFollowers=true
